episode 1 took 1150 iterations, avg loss = 0.046249, sum_reward = -21, curr_eps = 0.998966, len(experience) = 1146
episode 250 took 1371 iterations, avg loss = 0.036076, sum_reward = -19, curr_eps = 0.722991, len(experience) = 306789
episode 251 took 1207 iterations, avg loss = 0.035864, sum_reward = -21, curr_eps = 0.721904, len(experience) = 307992
episode 252 took 1296 iterations, avg loss = 0.035147, sum_reward = -20, curr_eps = 0.720738, len(experience) = 309284
episode 253 took 1103 iterations, avg loss = 0.035397, sum_reward = -21, curr_eps = 0.719745, len(experience) = 310383
episode 254 took 1201 iterations, avg loss = 0.035892, sum_reward = -20, curr_eps = 0.718665, len(experience) = 311580
episode 255 took 1121 iterations, avg loss = 0.036178, sum_reward = -20, curr_eps = 0.717656, len(experience) = 312697
episode 256 took 1226 iterations, avg loss = 0.035399, sum_reward = -20, curr_eps = 0.716552, len(experience) = 313919
episode 257 took 1256 iterations, avg loss = 0.035335, sum_reward = -21, curr_eps = 0.715422, len(experience) = 315171
episode 258 took 1303 iterations, avg loss = 0.036138, sum_reward = -20, curr_eps = 0.714249, len(experience) = 316470
episode 259 took 1242 iterations, avg loss = 0.035737, sum_reward = -20, curr_eps = 0.713131, len(experience) = 317708
episode 260 took 1507 iterations, avg loss = 0.035687, sum_reward = -21, curr_eps = 0.711775, len(experience) = 319211
episode 261 took 1128 iterations, avg loss = 0.035446, sum_reward = -20, curr_eps = 0.710760, len(experience) = 320335
episode 262 took 1308 iterations, avg loss = 0.035725, sum_reward = -21, curr_eps = 0.709583, len(experience) = 321639
episode 263 took 1245 iterations, avg loss = 0.035470, sum_reward = -21, curr_eps = 0.708462, len(experience) = 322880
episode 264 took 1038 iterations, avg loss = 0.035672, sum_reward = -21, curr_eps = 0.707528, len(experience) = 323914
episode 265 took 1420 iterations, avg loss = 0.035522, sum_reward = -19, curr_eps = 0.706250, len(experience) = 325330
episode 266 took 1141 iterations, avg loss = 0.035512, sum_reward = -21, curr_eps = 0.705223, len(experience) = 326467
episode 267 took 1192 iterations, avg loss = 0.035819, sum_reward = -20, curr_eps = 0.704150, len(experience) = 327655
episode 268 took 1344 iterations, avg loss = 0.035385, sum_reward = -20, curr_eps = 0.702941, len(experience) = 328995
episode 269 took 1234 iterations, avg loss = 0.035701, sum_reward = -21, curr_eps = 0.701830, len(experience) = 330225
episode 270 took 1600 iterations, avg loss = 0.036122, sum_reward = -20, curr_eps = 0.700390, len(experience) = 331821
episode 271 took 1057 iterations, avg loss = 0.035894, sum_reward = -21, curr_eps = 0.699439, len(experience) = 332874
episode 272 took 1136 iterations, avg loss = 0.035377, sum_reward = -21, curr_eps = 0.698416, len(experience) = 334006
episode 273 took 1227 iterations, avg loss = 0.035333, sum_reward = -20, curr_eps = 0.697312, len(experience) = 335229
episode 274 took 1405 iterations, avg loss = 0.035832, sum_reward = -20, curr_eps = 0.696047, len(experience) = 336630
episode 275 took 1499 iterations, avg loss = 0.035520, sum_reward = -20, curr_eps = 0.694698, len(experience) = 338125
episode 276 took 1320 iterations, avg loss = 0.035614, sum_reward = -19, curr_eps = 0.693510, len(experience) = 339441
episode 277 took 1259 iterations, avg loss = 0.035535, sum_reward = -21, curr_eps = 0.692377, len(experience) = 340696
episode 278 took 1093 iterations, avg loss = 0.035836, sum_reward = -21, curr_eps = 0.691394, len(experience) = 341785
episode 279 took 1053 iterations, avg loss = 0.035459, sum_reward = -21, curr_eps = 0.690446, len(experience) = 342834
episode 280 took 1243 iterations, avg loss = 0.035487, sum_reward = -21, curr_eps = 0.689327, len(experience) = 344073
episode 281 took 1059 iterations, avg loss = 0.035637, sum_reward = -21, curr_eps = 0.688374, len(experience) = 345128
episode 282 took 1287 iterations, avg loss = 0.035849, sum_reward = -20, curr_eps = 0.687216, len(experience) = 346411
episode 283 took 1138 iterations, avg loss = 0.035503, sum_reward = -20, curr_eps = 0.686192, len(experience) = 347545
episode 284 took 1519 iterations, avg loss = 0.035838, sum_reward = -19, curr_eps = 0.684824, len(experience) = 349060
episode 285 took 1225 iterations, avg loss = 0.035675, sum_reward = -20, curr_eps = 0.683722, len(experience) = 350281
episode 286 took 1210 iterations, avg loss = 0.035401, sum_reward = -20, curr_eps = 0.682633, len(experience) = 351487
episode 287 took 1108 iterations, avg loss = 0.035534, sum_reward = -20, curr_eps = 0.681636, len(experience) = 352591
episode 288 took 1382 iterations, avg loss = 0.035549, sum_reward = -19, curr_eps = 0.680392, len(experience) = 353969
episode 289 took 1323 iterations, avg loss = 0.035156, sum_reward = -20, curr_eps = 0.679201, len(experience) = 355288
episode 290 took 1130 iterations, avg loss = 0.035619, sum_reward = -21, curr_eps = 0.678184, len(experience) = 356414
episode 291 took 1130 iterations, avg loss = 0.035102, sum_reward = -21, curr_eps = 0.677167, len(experience) = 357540
episode 292 took 1170 iterations, avg loss = 0.035679, sum_reward = -20, curr_eps = 0.676114, len(experience) = 358706
episode 293 took 1315 iterations, avg loss = 0.035639, sum_reward = -20, curr_eps = 0.674931, len(experience) = 360017
episode 294 took 1096 iterations, avg loss = 0.035939, sum_reward = -21, curr_eps = 0.673944, len(experience) = 361109
episode 295 took 1246 iterations, avg loss = 0.035373, sum_reward = -20, curr_eps = 0.672823, len(experience) = 362351
episode 296 took 1264 iterations, avg loss = 0.035251, sum_reward = -20, curr_eps = 0.671685, len(experience) = 363611
episode 297 took 1317 iterations, avg loss = 0.035627, sum_reward = -19, curr_eps = 0.670500, len(experience) = 364924
episode 298 took 1237 iterations, avg loss = 0.036165, sum_reward = -19, curr_eps = 0.669387, len(experience) = 366157
episode 299 took 1357 iterations, avg loss = 0.035988, sum_reward = -20, curr_eps = 0.668165, len(experience) = 367510
episode 300 took 1334 iterations, avg loss = 0.035811, sum_reward = -20, curr_eps = 0.666965, len(experience) = 368840
episode 301 took 1264 iterations, avg loss = 0.035412, sum_reward = -21, curr_eps = 0.665827, len(experience) = 370100
episode 302 took 1172 iterations, avg loss = 0.035530, sum_reward = -21, curr_eps = 0.664772, len(experience) = 371268
episode 303 took 1148 iterations, avg loss = 0.036234, sum_reward = -21, curr_eps = 0.663739, len(experience) = 372412
episode 304 took 1228 iterations, avg loss = 0.035567, sum_reward = -20, curr_eps = 0.662634, len(experience) = 373636
episode 305 took 1152 iterations, avg loss = 0.035615, sum_reward = -21, curr_eps = 0.661597, len(experience) = 374784
episode 306 took 1182 iterations, avg loss = 0.035334, sum_reward = -20, curr_eps = 0.660533, len(experience) = 375962
episode 307 took 1418 iterations, avg loss = 0.035230, sum_reward = -20, curr_eps = 0.659257, len(experience) = 377376
episode 308 took 1407 iterations, avg loss = 0.035952, sum_reward = -19, curr_eps = 0.657991, len(experience) = 378779
episode 309 took 1497 iterations, avg loss = 0.035469, sum_reward = -18, curr_eps = 0.656644, len(experience) = 380272
episode 310 took 1290 iterations, avg loss = 0.035378, sum_reward = -20, curr_eps = 0.655483, len(experience) = 381558
episode 311 took 1070 iterations, avg loss = 0.035779, sum_reward = -21, curr_eps = 0.654520, len(experience) = 382624
episode 312 took 1041 iterations, avg loss = 0.035648, sum_reward = -21, curr_eps = 0.653583, len(experience) = 383661
episode 313 took 1125 iterations, avg loss = 0.035803, sum_reward = -21, curr_eps = 0.652570, len(experience) = 384782
episode 314 took 1539 iterations, avg loss = 0.035550, sum_reward = -19, curr_eps = 0.651185, len(experience) = 386317
episode 315 took 1180 iterations, avg loss = 0.035985, sum_reward = -21, curr_eps = 0.650123, len(experience) = 387493
episode 316 took 1332 iterations, avg loss = 0.035134, sum_reward = -20, curr_eps = 0.648924, len(experience) = 388821
episode 317 took 1039 iterations, avg loss = 0.035979, sum_reward = -21, curr_eps = 0.647989, len(experience) = 389856
episode 318 took 1194 iterations, avg loss = 0.035144, sum_reward = -20, curr_eps = 0.646915, len(experience) = 391046
episode 319 took 1401 iterations, avg loss = 0.035215, sum_reward = -19, curr_eps = 0.645654, len(experience) = 392443
episode 320 took 1092 iterations, avg loss = 0.035741, sum_reward = -21, curr_eps = 0.644671, len(experience) = 393531
episode 321 took 1166 iterations, avg loss = 0.035742, sum_reward = -20, curr_eps = 0.643622, len(experience) = 394693
episode 322 took 1038 iterations, avg loss = 0.036313, sum_reward = -21, curr_eps = 0.642687, len(experience) = 395727
episode 323 took 1092 iterations, avg loss = 0.035410, sum_reward = -21, curr_eps = 0.641705, len(experience) = 396815
episode 324 took 1267 iterations, avg loss = 0.035532, sum_reward = -21, curr_eps = 0.640564, len(experience) = 398078
episode 325 took 1131 iterations, avg loss = 0.035258, sum_reward = -21, curr_eps = 0.639546, len(experience) = 399205
episode 326 took 1563 iterations, avg loss = 0.035407, sum_reward = -18, curr_eps = 0.638140, len(experience) = 400764
episode 327 took 1110 iterations, avg loss = 0.035523, sum_reward = -20, curr_eps = 0.637141, len(experience) = 401870
episode 328 took 1143 iterations, avg loss = 0.035612, sum_reward = -20, curr_eps = 0.636112, len(experience) = 403009
episode 329 took 1123 iterations, avg loss = 0.035496, sum_reward = -20, curr_eps = 0.635101, len(experience) = 404128
episode 330 took 1174 iterations, avg loss = 0.035526, sum_reward = -21, curr_eps = 0.634045, len(experience) = 405298
episode 331 took 1279 iterations, avg loss = 0.035578, sum_reward = -21, curr_eps = 0.632894, len(experience) = 406573
episode 332 took 1056 iterations, avg loss = 0.035234, sum_reward = -21, curr_eps = 0.631943, len(experience) = 407625
episode 333 took 1158 iterations, avg loss = 0.035701, sum_reward = -20, curr_eps = 0.630901, len(experience) = 408779
episode 334 took 1310 iterations, avg loss = 0.035594, sum_reward = -19, curr_eps = 0.629722, len(experience) = 410085
episode 335 took 1098 iterations, avg loss = 0.035568, sum_reward = -21, curr_eps = 0.628734, len(experience) = 411179
episode 336 took 1143 iterations, avg loss = 0.035575, sum_reward = -21, curr_eps = 0.627705, len(experience) = 412318
episode 337 took 1093 iterations, avg loss = 0.035764, sum_reward = -21, curr_eps = 0.626721, len(experience) = 413407
episode 338 took 1354 iterations, avg loss = 0.035404, sum_reward = -19, curr_eps = 0.625503, len(experience) = 414757
episode 339 took 1146 iterations, avg loss = 0.035600, sum_reward = -21, curr_eps = 0.624471, len(experience) = 415899
episode 340 took 1182 iterations, avg loss = 0.035513, sum_reward = -21, curr_eps = 0.623408, len(experience) = 417077
episode 341 took 1098 iterations, avg loss = 0.035509, sum_reward = -21, curr_eps = 0.622419, len(experience) = 418171
episode 342 took 1224 iterations, avg loss = 0.035418, sum_reward = -20, curr_eps = 0.621318, len(experience) = 419391
episode 343 took 1138 iterations, avg loss = 0.035696, sum_reward = -20, curr_eps = 0.620294, len(experience) = 420525
episode 344 took 1091 iterations, avg loss = 0.035537, sum_reward = -21, curr_eps = 0.619312, len(experience) = 421612
episode 345 took 1194 iterations, avg loss = 0.035932, sum_reward = -20, curr_eps = 0.618237, len(experience) = 422802
episode 346 took 1170 iterations, avg loss = 0.035520, sum_reward = -20, curr_eps = 0.617184, len(experience) = 423968
episode 347 took 1247 iterations, avg loss = 0.035169, sum_reward = -21, curr_eps = 0.616062, len(experience) = 425211
episode 348 took 1133 iterations, avg loss = 0.035409, sum_reward = -21, curr_eps = 0.615042, len(experience) = 426340
episode 349 took 1103 iterations, avg loss = 0.035720, sum_reward = -21, curr_eps = 0.614049, len(experience) = 427439
episode 350 took 1092 iterations, avg loss = 0.034964, sum_reward = -21, curr_eps = 0.613067, len(experience) = 428527
episode 351 took 1133 iterations, avg loss = 0.035325, sum_reward = -21, curr_eps = 0.612047, len(experience) = 429656
episode 352 took 1214 iterations, avg loss = 0.035357, sum_reward = -21, curr_eps = 0.610954, len(experience) = 430866
episode 353 took 1186 iterations, avg loss = 0.035487, sum_reward = -20, curr_eps = 0.609887, len(experience) = 432048
episode 354 took 1181 iterations, avg loss = 0.035540, sum_reward = -21, curr_eps = 0.608824, len(experience) = 433225
episode 355 took 1240 iterations, avg loss = 0.035535, sum_reward = -20, curr_eps = 0.607708, len(experience) = 434461
episode 356 took 1109 iterations, avg loss = 0.035614, sum_reward = -20, curr_eps = 0.606710, len(experience) = 435566
episode 357 took 1523 iterations, avg loss = 0.035213, sum_reward = -19, curr_eps = 0.605339, len(experience) = 437085
episode 358 took 1140 iterations, avg loss = 0.035317, sum_reward = -20, curr_eps = 0.604313, len(experience) = 438221
episode 359 took 1222 iterations, avg loss = 0.035717, sum_reward = -20, curr_eps = 0.603213, len(experience) = 439439
episode 360 took 1126 iterations, avg loss = 0.035531, sum_reward = -21, curr_eps = 0.602200, len(experience) = 440561
episode 361 took 1123 iterations, avg loss = 0.035352, sum_reward = -20, curr_eps = 0.601189, len(experience) = 441680
episode 362 took 1084 iterations, avg loss = 0.035897, sum_reward = -21, curr_eps = 0.600214, len(experience) = 442760
episode 363 took 1120 iterations, avg loss = 0.036188, sum_reward = -21, curr_eps = 0.599206, len(experience) = 443876
episode 364 took 1131 iterations, avg loss = 0.035336, sum_reward = -20, curr_eps = 0.598188, len(experience) = 445003
episode 365 took 1089 iterations, avg loss = 0.035759, sum_reward = -21, curr_eps = 0.597208, len(experience) = 446088
episode 366 took 1044 iterations, avg loss = 0.035765, sum_reward = -21, curr_eps = 0.596268, len(experience) = 447128
episode 367 took 1133 iterations, avg loss = 0.035068, sum_reward = -21, curr_eps = 0.595248, len(experience) = 448257
episode 368 took 1431 iterations, avg loss = 0.035224, sum_reward = -19, curr_eps = 0.593960, len(experience) = 449684
episode 369 took 1127 iterations, avg loss = 0.035813, sum_reward = -20, curr_eps = 0.592946, len(experience) = 450807
episode 370 took 1160 iterations, avg loss = 0.035385, sum_reward = -21, curr_eps = 0.591902, len(experience) = 451963
episode 371 took 1046 iterations, avg loss = 0.035486, sum_reward = -21, curr_eps = 0.590961, len(experience) = 453005
episode 372 took 1046 iterations, avg loss = 0.035440, sum_reward = -21, curr_eps = 0.590019, len(experience) = 454047
episode 373 took 1096 iterations, avg loss = 0.035503, sum_reward = -21, curr_eps = 0.589033, len(experience) = 455139
episode 374 took 1318 iterations, avg loss = 0.035087, sum_reward = -21, curr_eps = 0.587847, len(experience) = 456453
episode 375 took 1201 iterations, avg loss = 0.035774, sum_reward = -21, curr_eps = 0.586766, len(experience) = 457650
episode 376 took 1398 iterations, avg loss = 0.035122, sum_reward = -19, curr_eps = 0.585508, len(experience) = 459044
episode 377 took 1121 iterations, avg loss = 0.035587, sum_reward = -20, curr_eps = 0.584499, len(experience) = 460161
episode 378 took 1202 iterations, avg loss = 0.035529, sum_reward = -20, curr_eps = 0.583417, len(experience) = 461359
episode 379 took 1295 iterations, avg loss = 0.035208, sum_reward = -20, curr_eps = 0.582251, len(experience) = 462650
episode 380 took 1330 iterations, avg loss = 0.035591, sum_reward = -20, curr_eps = 0.581055, len(experience) = 463976
episode 381 took 1087 iterations, avg loss = 0.035338, sum_reward = -21, curr_eps = 0.580076, len(experience) = 465059
episode 382 took 1289 iterations, avg loss = 0.035303, sum_reward = -21, curr_eps = 0.578916, len(experience) = 466344
episode 383 took 1255 iterations, avg loss = 0.035722, sum_reward = -20, curr_eps = 0.577787, len(experience) = 467595
episode 384 took 1394 iterations, avg loss = 0.036126, sum_reward = -20, curr_eps = 0.576532, len(experience) = 468985
episode 385 took 1271 iterations, avg loss = 0.035163, sum_reward = -19, curr_eps = 0.575388, len(experience) = 470252
