episode 1 took 1190 iterations, avg loss = 0.121612, sum_reward = -21, curr_eps = 0.998930, len(experience) = 1186
episode 250 took 1132 iterations, avg loss = 0.019828, sum_reward = -21, curr_eps = 0.726293, len(experience) = 303120
episode 251 took 1114 iterations, avg loss = 0.019374, sum_reward = -21, curr_eps = 0.725290, len(experience) = 304230
episode 252 took 1084 iterations, avg loss = 0.020008, sum_reward = -21, curr_eps = 0.724315, len(experience) = 305310
episode 253 took 1178 iterations, avg loss = 0.019769, sum_reward = -21, curr_eps = 0.723254, len(experience) = 306484
episode 254 took 1330 iterations, avg loss = 0.019820, sum_reward = -20, curr_eps = 0.722058, len(experience) = 307810
episode 255 took 1463 iterations, avg loss = 0.019561, sum_reward = -20, curr_eps = 0.720741, len(experience) = 309269
episode 256 took 1407 iterations, avg loss = 0.020482, sum_reward = -20, curr_eps = 0.719475, len(experience) = 310672
episode 257 took 1233 iterations, avg loss = 0.020316, sum_reward = -20, curr_eps = 0.718365, len(experience) = 311901
episode 258 took 1367 iterations, avg loss = 0.019321, sum_reward = -20, curr_eps = 0.717135, len(experience) = 313264
episode 259 took 1115 iterations, avg loss = 0.020333, sum_reward = -20, curr_eps = 0.716131, len(experience) = 314375
episode 260 took 1288 iterations, avg loss = 0.020185, sum_reward = -20, curr_eps = 0.714972, len(experience) = 315659
episode 261 took 1165 iterations, avg loss = 0.019961, sum_reward = -20, curr_eps = 0.713923, len(experience) = 316820
episode 262 took 1234 iterations, avg loss = 0.020003, sum_reward = -19, curr_eps = 0.712813, len(experience) = 318050
episode 263 took 1148 iterations, avg loss = 0.020311, sum_reward = -20, curr_eps = 0.711780, len(experience) = 319194
episode 264 took 1174 iterations, avg loss = 0.020521, sum_reward = -20, curr_eps = 0.710723, len(experience) = 320364
episode 265 took 1312 iterations, avg loss = 0.020563, sum_reward = -20, curr_eps = 0.709542, len(experience) = 321672
episode 266 took 1209 iterations, avg loss = 0.020253, sum_reward = -21, curr_eps = 0.708454, len(experience) = 322877
episode 267 took 1270 iterations, avg loss = 0.020850, sum_reward = -21, curr_eps = 0.707311, len(experience) = 324143
episode 268 took 1157 iterations, avg loss = 0.019661, sum_reward = -21, curr_eps = 0.706270, len(experience) = 325296
episode 269 took 1107 iterations, avg loss = 0.019611, sum_reward = -21, curr_eps = 0.705273, len(experience) = 326399
episode 270 took 1396 iterations, avg loss = 0.021163, sum_reward = -20, curr_eps = 0.704017, len(experience) = 327791
episode 271 took 1256 iterations, avg loss = 0.020487, sum_reward = -21, curr_eps = 0.702887, len(experience) = 329043
episode 272 took 1355 iterations, avg loss = 0.020332, sum_reward = -20, curr_eps = 0.701667, len(experience) = 330394
episode 273 took 1217 iterations, avg loss = 0.020661, sum_reward = -20, curr_eps = 0.700572, len(experience) = 331607
episode 274 took 1244 iterations, avg loss = 0.020219, sum_reward = -21, curr_eps = 0.699452, len(experience) = 332847
episode 275 took 1274 iterations, avg loss = 0.020011, sum_reward = -20, curr_eps = 0.698306, len(experience) = 334117
episode 276 took 1114 iterations, avg loss = 0.019687, sum_reward = -21, curr_eps = 0.697303, len(experience) = 335227
episode 277 took 1302 iterations, avg loss = 0.019798, sum_reward = -20, curr_eps = 0.696131, len(experience) = 336525
episode 278 took 1195 iterations, avg loss = 0.019916, sum_reward = -20, curr_eps = 0.695056, len(experience) = 337716
episode 279 took 1182 iterations, avg loss = 0.020478, sum_reward = -21, curr_eps = 0.693992, len(experience) = 338894
episode 280 took 1098 iterations, avg loss = 0.019845, sum_reward = -21, curr_eps = 0.693004, len(experience) = 339988
episode 281 took 1416 iterations, avg loss = 0.020423, sum_reward = -19, curr_eps = 0.691729, len(experience) = 341400
episode 282 took 1138 iterations, avg loss = 0.019666, sum_reward = -20, curr_eps = 0.690705, len(experience) = 342534
episode 283 took 1274 iterations, avg loss = 0.020044, sum_reward = -21, curr_eps = 0.689558, len(experience) = 343804
episode 284 took 1047 iterations, avg loss = 0.019518, sum_reward = -21, curr_eps = 0.688616, len(experience) = 344847
episode 285 took 1019 iterations, avg loss = 0.019869, sum_reward = -21, curr_eps = 0.687699, len(experience) = 345862
episode 286 took 1138 iterations, avg loss = 0.019904, sum_reward = -21, curr_eps = 0.686675, len(experience) = 346996
episode 287 took 1209 iterations, avg loss = 0.020788, sum_reward = -21, curr_eps = 0.685587, len(experience) = 348201
episode 288 took 1183 iterations, avg loss = 0.020169, sum_reward = -21, curr_eps = 0.684522, len(experience) = 349380
episode 289 took 1091 iterations, avg loss = 0.021278, sum_reward = -21, curr_eps = 0.683540, len(experience) = 350467
episode 290 took 1224 iterations, avg loss = 0.020035, sum_reward = -21, curr_eps = 0.682439, len(experience) = 351687
episode 291 took 1250 iterations, avg loss = 0.019964, sum_reward = -20, curr_eps = 0.681314, len(experience) = 352933
episode 292 took 1409 iterations, avg loss = 0.020346, sum_reward = -20, curr_eps = 0.680045, len(experience) = 354338
episode 293 took 1226 iterations, avg loss = 0.020640, sum_reward = -20, curr_eps = 0.678942, len(experience) = 355560
episode 294 took 1400 iterations, avg loss = 0.019643, sum_reward = -19, curr_eps = 0.677682, len(experience) = 356956
episode 295 took 1259 iterations, avg loss = 0.020719, sum_reward = -21, curr_eps = 0.676549, len(experience) = 358211
episode 296 took 1218 iterations, avg loss = 0.020853, sum_reward = -21, curr_eps = 0.675453, len(experience) = 359425
episode 297 took 1453 iterations, avg loss = 0.020147, sum_reward = -20, curr_eps = 0.674145, len(experience) = 360874
episode 298 took 1511 iterations, avg loss = 0.020126, sum_reward = -20, curr_eps = 0.672785, len(experience) = 362381
episode 299 took 1233 iterations, avg loss = 0.020026, sum_reward = -20, curr_eps = 0.671675, len(experience) = 363610
episode 300 took 1136 iterations, avg loss = 0.020124, sum_reward = -21, curr_eps = 0.670653, len(experience) = 364742
episode 301 took 1293 iterations, avg loss = 0.020441, sum_reward = -20, curr_eps = 0.669489, len(experience) = 366031
episode 302 took 1276 iterations, avg loss = 0.020314, sum_reward = -20, curr_eps = 0.668341, len(experience) = 367303
episode 303 took 1505 iterations, avg loss = 0.020019, sum_reward = -19, curr_eps = 0.666986, len(experience) = 368804
episode 304 took 1054 iterations, avg loss = 0.020247, sum_reward = -21, curr_eps = 0.666038, len(experience) = 369854
episode 305 took 1125 iterations, avg loss = 0.019774, sum_reward = -20, curr_eps = 0.665025, len(experience) = 370975
episode 306 took 1309 iterations, avg loss = 0.019562, sum_reward = -19, curr_eps = 0.663847, len(experience) = 372280
episode 307 took 1087 iterations, avg loss = 0.020448, sum_reward = -21, curr_eps = 0.662869, len(experience) = 373363
episode 308 took 1092 iterations, avg loss = 0.019646, sum_reward = -21, curr_eps = 0.661886, len(experience) = 374451
episode 309 took 1229 iterations, avg loss = 0.019801, sum_reward = -21, curr_eps = 0.660780, len(experience) = 375676
episode 310 took 1404 iterations, avg loss = 0.020144, sum_reward = -20, curr_eps = 0.659516, len(experience) = 377076
episode 311 took 1090 iterations, avg loss = 0.020487, sum_reward = -21, curr_eps = 0.658535, len(experience) = 378162
episode 312 took 1100 iterations, avg loss = 0.020015, sum_reward = -21, curr_eps = 0.657545, len(experience) = 379258
episode 313 took 1211 iterations, avg loss = 0.019461, sum_reward = -21, curr_eps = 0.656456, len(experience) = 380465
episode 314 took 1018 iterations, avg loss = 0.018798, sum_reward = -21, curr_eps = 0.655539, len(experience) = 381479
episode 315 took 1021 iterations, avg loss = 0.019476, sum_reward = -21, curr_eps = 0.654621, len(experience) = 382496
episode 316 took 1325 iterations, avg loss = 0.019822, sum_reward = -20, curr_eps = 0.653428, len(experience) = 383817
episode 317 took 1355 iterations, avg loss = 0.020116, sum_reward = -20, curr_eps = 0.652208, len(experience) = 385168
episode 318 took 1022 iterations, avg loss = 0.019921, sum_reward = -21, curr_eps = 0.651289, len(experience) = 386186
episode 319 took 1380 iterations, avg loss = 0.020057, sum_reward = -20, curr_eps = 0.650047, len(experience) = 387562
episode 320 took 1005 iterations, avg loss = 0.020808, sum_reward = -21, curr_eps = 0.649142, len(experience) = 388563
episode 321 took 1014 iterations, avg loss = 0.020000, sum_reward = -21, curr_eps = 0.648230, len(experience) = 389573
episode 322 took 1224 iterations, avg loss = 0.020024, sum_reward = -19, curr_eps = 0.647128, len(experience) = 390793
episode 323 took 1128 iterations, avg loss = 0.019707, sum_reward = -21, curr_eps = 0.646113, len(experience) = 391917
episode 324 took 1008 iterations, avg loss = 0.019770, sum_reward = -21, curr_eps = 0.645206, len(experience) = 392921
episode 325 took 1023 iterations, avg loss = 0.019718, sum_reward = -21, curr_eps = 0.644285, len(experience) = 393940
episode 326 took 1191 iterations, avg loss = 0.020550, sum_reward = -21, curr_eps = 0.643213, len(experience) = 395127
episode 327 took 1097 iterations, avg loss = 0.019538, sum_reward = -21, curr_eps = 0.642226, len(experience) = 396220
episode 328 took 1020 iterations, avg loss = 0.019904, sum_reward = -21, curr_eps = 0.641308, len(experience) = 397236
episode 329 took 1024 iterations, avg loss = 0.020042, sum_reward = -21, curr_eps = 0.640386, len(experience) = 398256
episode 330 took 1066 iterations, avg loss = 0.019398, sum_reward = -21, curr_eps = 0.639427, len(experience) = 399318
episode 331 took 1118 iterations, avg loss = 0.019250, sum_reward = -21, curr_eps = 0.638420, len(experience) = 400432
episode 332 took 1010 iterations, avg loss = 0.020537, sum_reward = -21, curr_eps = 0.637512, len(experience) = 401438
episode 333 took 1032 iterations, avg loss = 0.020437, sum_reward = -21, curr_eps = 0.636583, len(experience) = 402466
episode 334 took 1013 iterations, avg loss = 0.020886, sum_reward = -21, curr_eps = 0.635671, len(experience) = 403475
episode 335 took 1350 iterations, avg loss = 0.020359, sum_reward = -19, curr_eps = 0.634456, len(experience) = 404821
episode 336 took 1017 iterations, avg loss = 0.020711, sum_reward = -21, curr_eps = 0.633541, len(experience) = 405834
episode 337 took 1018 iterations, avg loss = 0.019994, sum_reward = -21, curr_eps = 0.632624, len(experience) = 406848
episode 338 took 1017 iterations, avg loss = 0.020856, sum_reward = -21, curr_eps = 0.631709, len(experience) = 407861
episode 339 took 1025 iterations, avg loss = 0.020024, sum_reward = -21, curr_eps = 0.630787, len(experience) = 408882
episode 340 took 1022 iterations, avg loss = 0.021461, sum_reward = -21, curr_eps = 0.629867, len(experience) = 409900
episode 341 took 1023 iterations, avg loss = 0.019756, sum_reward = -21, curr_eps = 0.628946, len(experience) = 410919
episode 342 took 1024 iterations, avg loss = 0.019654, sum_reward = -21, curr_eps = 0.628025, len(experience) = 411939
episode 343 took 1028 iterations, avg loss = 0.019682, sum_reward = -21, curr_eps = 0.627099, len(experience) = 412963
episode 344 took 1016 iterations, avg loss = 0.020109, sum_reward = -21, curr_eps = 0.626185, len(experience) = 413975
episode 345 took 1034 iterations, avg loss = 0.019864, sum_reward = -21, curr_eps = 0.625254, len(experience) = 415005
episode 346 took 1015 iterations, avg loss = 0.019638, sum_reward = -21, curr_eps = 0.624341, len(experience) = 416016
episode 347 took 1015 iterations, avg loss = 0.021535, sum_reward = -21, curr_eps = 0.623427, len(experience) = 417027
episode 348 took 1027 iterations, avg loss = 0.019867, sum_reward = -21, curr_eps = 0.622503, len(experience) = 418050
episode 349 took 1024 iterations, avg loss = 0.020500, sum_reward = -21, curr_eps = 0.621582, len(experience) = 419070
episode 350 took 1034 iterations, avg loss = 0.020002, sum_reward = -21, curr_eps = 0.620651, len(experience) = 420100
episode 351 took 1004 iterations, avg loss = 0.019825, sum_reward = -21, curr_eps = 0.619747, len(experience) = 421100
episode 352 took 1017 iterations, avg loss = 0.019287, sum_reward = -21, curr_eps = 0.618832, len(experience) = 422113
episode 353 took 1017 iterations, avg loss = 0.020488, sum_reward = -21, curr_eps = 0.617917, len(experience) = 423126
episode 354 took 1003 iterations, avg loss = 0.021068, sum_reward = -21, curr_eps = 0.617014, len(experience) = 424125
episode 355 took 1002 iterations, avg loss = 0.020030, sum_reward = -21, curr_eps = 0.616112, len(experience) = 425123
episode 356 took 1023 iterations, avg loss = 0.020013, sum_reward = -21, curr_eps = 0.615191, len(experience) = 426142
episode 357 took 1024 iterations, avg loss = 0.019609, sum_reward = -21, curr_eps = 0.614270, len(experience) = 427162
episode 358 took 1026 iterations, avg loss = 0.020341, sum_reward = -21, curr_eps = 0.613347, len(experience) = 428184
episode 359 took 1014 iterations, avg loss = 0.020221, sum_reward = -21, curr_eps = 0.612434, len(experience) = 429194
episode 360 took 1016 iterations, avg loss = 0.020603, sum_reward = -21, curr_eps = 0.611519, len(experience) = 430206
episode 361 took 1023 iterations, avg loss = 0.019676, sum_reward = -21, curr_eps = 0.610599, len(experience) = 431225
episode 362 took 1022 iterations, avg loss = 0.019333, sum_reward = -21, curr_eps = 0.609679, len(experience) = 432243
episode 363 took 1025 iterations, avg loss = 0.020200, sum_reward = -21, curr_eps = 0.608756, len(experience) = 433264
episode 364 took 1026 iterations, avg loss = 0.019468, sum_reward = -21, curr_eps = 0.607833, len(experience) = 434286
episode 365 took 1019 iterations, avg loss = 0.019921, sum_reward = -21, curr_eps = 0.606916, len(experience) = 435301
episode 366 took 1028 iterations, avg loss = 0.019714, sum_reward = -21, curr_eps = 0.605991, len(experience) = 436325
episode 367 took 1030 iterations, avg loss = 0.019957, sum_reward = -21, curr_eps = 0.605064, len(experience) = 437351
episode 368 took 1019 iterations, avg loss = 0.018881, sum_reward = -21, curr_eps = 0.604147, len(experience) = 438366
episode 369 took 1022 iterations, avg loss = 0.019276, sum_reward = -21, curr_eps = 0.603227, len(experience) = 439384
episode 370 took 1018 iterations, avg loss = 0.019811, sum_reward = -21, curr_eps = 0.602311, len(experience) = 440398
episode 371 took 1010 iterations, avg loss = 0.019976, sum_reward = -21, curr_eps = 0.601402, len(experience) = 441404
episode 372 took 1030 iterations, avg loss = 0.019552, sum_reward = -21, curr_eps = 0.600475, len(experience) = 442430
episode 373 took 1026 iterations, avg loss = 0.019976, sum_reward = -21, curr_eps = 0.599551, len(experience) = 443452
episode 374 took 1025 iterations, avg loss = 0.020190, sum_reward = -21, curr_eps = 0.598629, len(experience) = 444473
episode 375 took 1017 iterations, avg loss = 0.020005, sum_reward = -21, curr_eps = 0.597714, len(experience) = 445486
episode 376 took 1032 iterations, avg loss = 0.019803, sum_reward = -21, curr_eps = 0.596785, len(experience) = 446514
episode 377 took 1039 iterations, avg loss = 0.020091, sum_reward = -21, curr_eps = 0.595850, len(experience) = 447549
episode 378 took 1017 iterations, avg loss = 0.020258, sum_reward = -21, curr_eps = 0.594934, len(experience) = 448562
episode 379 took 1016 iterations, avg loss = 0.019557, sum_reward = -21, curr_eps = 0.594020, len(experience) = 449574
episode 380 took 1005 iterations, avg loss = 0.020657, sum_reward = -21, curr_eps = 0.593115, len(experience) = 450575
episode 381 took 1026 iterations, avg loss = 0.020451, sum_reward = -21, curr_eps = 0.592192, len(experience) = 451597
episode 382 took 1026 iterations, avg loss = 0.019371, sum_reward = -21, curr_eps = 0.591269, len(experience) = 452619
