episode 1 took 1160 iterations, avg loss = 0.013300, sum_reward = -21, curr_eps = 0.998957, len(experience) = 1156
episode 250 took 1503 iterations, avg loss = 0.006480, sum_reward = -20, curr_eps = 0.699669, len(experience) = 332702
episode 251 took 1576 iterations, avg loss = 0.006302, sum_reward = -19, curr_eps = 0.698251, len(experience) = 334274
episode 252 took 1946 iterations, avg loss = 0.006366, sum_reward = -16, curr_eps = 0.696499, len(experience) = 336216
episode 253 took 1459 iterations, avg loss = 0.006604, sum_reward = -19, curr_eps = 0.695186, len(experience) = 337671
episode 254 took 1430 iterations, avg loss = 0.006482, sum_reward = -21, curr_eps = 0.693899, len(experience) = 339097
episode 255 took 1734 iterations, avg loss = 0.006552, sum_reward = -18, curr_eps = 0.692339, len(experience) = 340827
episode 256 took 1500 iterations, avg loss = 0.006544, sum_reward = -20, curr_eps = 0.690989, len(experience) = 342323
episode 257 took 1828 iterations, avg loss = 0.006334, sum_reward = -20, curr_eps = 0.689343, len(experience) = 344147
episode 258 took 1361 iterations, avg loss = 0.006583, sum_reward = -20, curr_eps = 0.688118, len(experience) = 345504
episode 259 took 1601 iterations, avg loss = 0.006503, sum_reward = -19, curr_eps = 0.686678, len(experience) = 347101
episode 260 took 1433 iterations, avg loss = 0.006470, sum_reward = -20, curr_eps = 0.685388, len(experience) = 348530
episode 261 took 1506 iterations, avg loss = 0.006817, sum_reward = -20, curr_eps = 0.684033, len(experience) = 350032
episode 262 took 1601 iterations, avg loss = 0.006411, sum_reward = -20, curr_eps = 0.682592, len(experience) = 351629
episode 263 took 1881 iterations, avg loss = 0.006244, sum_reward = -16, curr_eps = 0.680899, len(experience) = 353506
episode 264 took 2127 iterations, avg loss = 0.006449, sum_reward = -17, curr_eps = 0.678984, len(experience) = 355629
episode 265 took 1721 iterations, avg loss = 0.006926, sum_reward = -16, curr_eps = 0.677435, len(experience) = 357346
episode 266 took 1907 iterations, avg loss = 0.006866, sum_reward = -19, curr_eps = 0.675719, len(experience) = 359249
episode 267 took 1482 iterations, avg loss = 0.006486, sum_reward = -18, curr_eps = 0.674385, len(experience) = 360727
episode 268 took 1557 iterations, avg loss = 0.006581, sum_reward = -18, curr_eps = 0.672984, len(experience) = 362280
episode 269 took 1904 iterations, avg loss = 0.006244, sum_reward = -16, curr_eps = 0.671270, len(experience) = 364180
episode 270 took 1473 iterations, avg loss = 0.006456, sum_reward = -21, curr_eps = 0.669945, len(experience) = 365649
episode 271 took 1395 iterations, avg loss = 0.006377, sum_reward = -21, curr_eps = 0.668689, len(experience) = 367040
episode 272 took 1680 iterations, avg loss = 0.006204, sum_reward = -19, curr_eps = 0.667177, len(experience) = 368716
episode 273 took 1442 iterations, avg loss = 0.006723, sum_reward = -19, curr_eps = 0.665879, len(experience) = 370154
episode 274 took 1928 iterations, avg loss = 0.006549, sum_reward = -19, curr_eps = 0.664144, len(experience) = 372078
episode 275 took 1585 iterations, avg loss = 0.006394, sum_reward = -18, curr_eps = 0.662718, len(experience) = 373659
episode 276 took 1827 iterations, avg loss = 0.006695, sum_reward = -17, curr_eps = 0.661073, len(experience) = 375482
episode 277 took 1821 iterations, avg loss = 0.006162, sum_reward = -18, curr_eps = 0.659435, len(experience) = 377299
episode 278 took 1555 iterations, avg loss = 0.006368, sum_reward = -20, curr_eps = 0.658035, len(experience) = 378850
episode 279 took 1695 iterations, avg loss = 0.006599, sum_reward = -19, curr_eps = 0.656510, len(experience) = 380541
episode 280 took 1719 iterations, avg loss = 0.007111, sum_reward = -19, curr_eps = 0.654962, len(experience) = 382256
episode 281 took 1709 iterations, avg loss = 0.006196, sum_reward = -17, curr_eps = 0.653424, len(experience) = 383961
episode 282 took 2314 iterations, avg loss = 0.006539, sum_reward = -19, curr_eps = 0.651342, len(experience) = 386271
episode 283 took 2115 iterations, avg loss = 0.006251, sum_reward = -16, curr_eps = 0.649438, len(experience) = 388382
episode 284 took 1302 iterations, avg loss = 0.006413, sum_reward = -20, curr_eps = 0.648266, len(experience) = 389680
episode 285 took 1754 iterations, avg loss = 0.006225, sum_reward = -18, curr_eps = 0.646688, len(experience) = 391430
episode 286 took 1617 iterations, avg loss = 0.006177, sum_reward = -20, curr_eps = 0.645233, len(experience) = 393043
episode 287 took 1960 iterations, avg loss = 0.006443, sum_reward = -18, curr_eps = 0.643469, len(experience) = 394999
episode 288 took 1870 iterations, avg loss = 0.006708, sum_reward = -18, curr_eps = 0.641786, len(experience) = 396865
episode 289 took 1619 iterations, avg loss = 0.006232, sum_reward = -18, curr_eps = 0.640328, len(experience) = 398480
episode 290 took 2002 iterations, avg loss = 0.006459, sum_reward = -17, curr_eps = 0.638527, len(experience) = 400478
episode 291 took 1621 iterations, avg loss = 0.006054, sum_reward = -18, curr_eps = 0.637068, len(experience) = 402095
episode 292 took 1722 iterations, avg loss = 0.006111, sum_reward = -20, curr_eps = 0.635518, len(experience) = 403813
episode 293 took 1685 iterations, avg loss = 0.006541, sum_reward = -19, curr_eps = 0.634001, len(experience) = 405494
episode 294 took 1858 iterations, avg loss = 0.006293, sum_reward = -17, curr_eps = 0.632329, len(experience) = 407348
episode 295 took 1404 iterations, avg loss = 0.006156, sum_reward = -20, curr_eps = 0.631066, len(experience) = 408748
episode 296 took 2239 iterations, avg loss = 0.006423, sum_reward = -16, curr_eps = 0.629051, len(experience) = 410983
episode 297 took 1726 iterations, avg loss = 0.006483, sum_reward = -19, curr_eps = 0.627497, len(experience) = 412705
episode 298 took 1676 iterations, avg loss = 0.006179, sum_reward = -20, curr_eps = 0.625989, len(experience) = 414377
episode 299 took 1577 iterations, avg loss = 0.006247, sum_reward = -18, curr_eps = 0.624569, len(experience) = 415950
episode 300 took 1555 iterations, avg loss = 0.006196, sum_reward = -17, curr_eps = 0.623170, len(experience) = 417501
episode 301 took 1728 iterations, avg loss = 0.006093, sum_reward = -18, curr_eps = 0.621615, len(experience) = 419225
episode 302 took 1478 iterations, avg loss = 0.006789, sum_reward = -19, curr_eps = 0.620285, len(experience) = 420699
episode 303 took 1647 iterations, avg loss = 0.006223, sum_reward = -18, curr_eps = 0.618802, len(experience) = 422342
episode 304 took 1867 iterations, avg loss = 0.006148, sum_reward = -17, curr_eps = 0.617122, len(experience) = 424205
episode 305 took 2103 iterations, avg loss = 0.006084, sum_reward = -18, curr_eps = 0.615229, len(experience) = 426304
episode 306 took 1983 iterations, avg loss = 0.006350, sum_reward = -18, curr_eps = 0.613445, len(experience) = 428283
episode 307 took 1983 iterations, avg loss = 0.006300, sum_reward = -19, curr_eps = 0.611660, len(experience) = 430262
episode 308 took 1588 iterations, avg loss = 0.005766, sum_reward = -17, curr_eps = 0.610231, len(experience) = 431846
episode 309 took 1385 iterations, avg loss = 0.006363, sum_reward = -21, curr_eps = 0.608984, len(experience) = 433227
episode 310 took 1608 iterations, avg loss = 0.006231, sum_reward = -18, curr_eps = 0.607537, len(experience) = 434831
episode 311 took 1101 iterations, avg loss = 0.006189, sum_reward = -21, curr_eps = 0.606546, len(experience) = 435928
episode 312 took 2076 iterations, avg loss = 0.006104, sum_reward = -18, curr_eps = 0.604678, len(experience) = 438000
episode 313 took 1441 iterations, avg loss = 0.006022, sum_reward = -19, curr_eps = 0.603381, len(experience) = 439437
episode 314 took 1897 iterations, avg loss = 0.006254, sum_reward = -17, curr_eps = 0.601673, len(experience) = 441330
episode 315 took 1471 iterations, avg loss = 0.006228, sum_reward = -21, curr_eps = 0.600350, len(experience) = 442797
episode 316 took 1516 iterations, avg loss = 0.006448, sum_reward = -20, curr_eps = 0.598985, len(experience) = 444309
episode 317 took 1578 iterations, avg loss = 0.006331, sum_reward = -20, curr_eps = 0.597565, len(experience) = 445883
episode 318 took 1855 iterations, avg loss = 0.006064, sum_reward = -19, curr_eps = 0.595895, len(experience) = 447734
episode 319 took 1468 iterations, avg loss = 0.006007, sum_reward = -20, curr_eps = 0.594574, len(experience) = 449198
episode 320 took 1422 iterations, avg loss = 0.006454, sum_reward = -19, curr_eps = 0.593294, len(experience) = 450616
episode 321 took 2017 iterations, avg loss = 0.006202, sum_reward = -15, curr_eps = 0.591479, len(experience) = 452629
episode 322 took 1687 iterations, avg loss = 0.006261, sum_reward = -20, curr_eps = 0.589961, len(experience) = 454312
episode 323 took 1479 iterations, avg loss = 0.005995, sum_reward = -19, curr_eps = 0.588630, len(experience) = 455787
episode 324 took 1614 iterations, avg loss = 0.006150, sum_reward = -19, curr_eps = 0.587177, len(experience) = 457397
episode 325 took 1702 iterations, avg loss = 0.006189, sum_reward = -21, curr_eps = 0.585645, len(experience) = 459095
episode 326 took 1837 iterations, avg loss = 0.006129, sum_reward = -20, curr_eps = 0.583992, len(experience) = 460928
episode 327 took 2057 iterations, avg loss = 0.006242, sum_reward = -16, curr_eps = 0.582141, len(experience) = 462981
episode 328 took 1990 iterations, avg loss = 0.006080, sum_reward = -18, curr_eps = 0.580350, len(experience) = 464967
episode 329 took 1436 iterations, avg loss = 0.006203, sum_reward = -21, curr_eps = 0.579057, len(experience) = 466399
episode 330 took 1815 iterations, avg loss = 0.006211, sum_reward = -20, curr_eps = 0.577424, len(experience) = 468210
episode 331 took 1456 iterations, avg loss = 0.006053, sum_reward = -20, curr_eps = 0.576113, len(experience) = 469662
episode 332 took 1551 iterations, avg loss = 0.006178, sum_reward = -21, curr_eps = 0.574718, len(experience) = 471209
episode 333 took 2205 iterations, avg loss = 0.006260, sum_reward = -18, curr_eps = 0.572733, len(experience) = 473410
episode 334 took 1515 iterations, avg loss = 0.005756, sum_reward = -20, curr_eps = 0.571370, len(experience) = 474921
episode 335 took 1770 iterations, avg loss = 0.006085, sum_reward = -20, curr_eps = 0.569777, len(experience) = 476687
episode 336 took 1472 iterations, avg loss = 0.006043, sum_reward = -20, curr_eps = 0.568452, len(experience) = 478155
episode 337 took 1641 iterations, avg loss = 0.006498, sum_reward = -19, curr_eps = 0.566975, len(experience) = 479792
episode 338 took 1411 iterations, avg loss = 0.006267, sum_reward = -20, curr_eps = 0.565705, len(experience) = 481199
episode 339 took 1606 iterations, avg loss = 0.006149, sum_reward = -20, curr_eps = 0.564260, len(experience) = 482801
episode 340 took 1859 iterations, avg loss = 0.006058, sum_reward = -19, curr_eps = 0.562586, len(experience) = 484656
episode 341 took 1866 iterations, avg loss = 0.006220, sum_reward = -17, curr_eps = 0.560907, len(experience) = 486518
episode 342 took 2048 iterations, avg loss = 0.006072, sum_reward = -17, curr_eps = 0.559064, len(experience) = 488562
episode 343 took 1420 iterations, avg loss = 0.006379, sum_reward = -19, curr_eps = 0.557786, len(experience) = 489978
episode 344 took 1717 iterations, avg loss = 0.006136, sum_reward = -19, curr_eps = 0.556241, len(experience) = 491691
episode 345 took 1404 iterations, avg loss = 0.005957, sum_reward = -20, curr_eps = 0.554977, len(experience) = 493091
episode 346 took 1878 iterations, avg loss = 0.005959, sum_reward = -17, curr_eps = 0.553287, len(experience) = 494965
episode 347 took 1574 iterations, avg loss = 0.006340, sum_reward = -19, curr_eps = 0.551870, len(experience) = 496535
episode 348 took 1558 iterations, avg loss = 0.006356, sum_reward = -19, curr_eps = 0.550468, len(experience) = 498089
episode 349 took 1626 iterations, avg loss = 0.006191, sum_reward = -19, curr_eps = 0.549005, len(experience) = 499711
episode 350 took 1546 iterations, avg loss = 0.006114, sum_reward = -20, curr_eps = 0.547613, len(experience) = 501253
episode 351 took 1821 iterations, avg loss = 0.006132, sum_reward = -18, curr_eps = 0.545974, len(experience) = 503070
episode 352 took 1518 iterations, avg loss = 0.006353, sum_reward = -20, curr_eps = 0.544608, len(experience) = 504584
episode 353 took 2161 iterations, avg loss = 0.006082, sum_reward = -16, curr_eps = 0.542663, len(experience) = 506741
episode 354 took 1465 iterations, avg loss = 0.006246, sum_reward = -18, curr_eps = 0.541345, len(experience) = 508202
episode 355 took 1667 iterations, avg loss = 0.006279, sum_reward = -17, curr_eps = 0.539844, len(experience) = 509865
episode 356 took 1628 iterations, avg loss = 0.006199, sum_reward = -19, curr_eps = 0.538379, len(experience) = 511489
episode 357 took 1866 iterations, avg loss = 0.006582, sum_reward = -17, curr_eps = 0.536700, len(experience) = 513351
episode 358 took 1529 iterations, avg loss = 0.006170, sum_reward = -19, curr_eps = 0.535324, len(experience) = 514876
episode 359 took 1482 iterations, avg loss = 0.006090, sum_reward = -19, curr_eps = 0.533990, len(experience) = 516354
episode 360 took 1577 iterations, avg loss = 0.005781, sum_reward = -19, curr_eps = 0.532571, len(experience) = 517927
episode 361 took 1407 iterations, avg loss = 0.006629, sum_reward = -20, curr_eps = 0.531304, len(experience) = 519330
episode 362 took 1552 iterations, avg loss = 0.006034, sum_reward = -18, curr_eps = 0.529907, len(experience) = 520878
episode 363 took 1499 iterations, avg loss = 0.005862, sum_reward = -20, curr_eps = 0.528558, len(experience) = 522373
episode 364 took 1681 iterations, avg loss = 0.006103, sum_reward = -19, curr_eps = 0.527045, len(experience) = 524050
episode 365 took 1554 iterations, avg loss = 0.005880, sum_reward = -19, curr_eps = 0.525647, len(experience) = 525600
episode 366 took 1368 iterations, avg loss = 0.005964, sum_reward = -21, curr_eps = 0.524416, len(experience) = 526964
episode 367 took 1294 iterations, avg loss = 0.006054, sum_reward = -19, curr_eps = 0.523251, len(experience) = 528254
episode 368 took 1967 iterations, avg loss = 0.005664, sum_reward = -15, curr_eps = 0.521481, len(experience) = 530217
episode 369 took 1448 iterations, avg loss = 0.005827, sum_reward = -18, curr_eps = 0.520178, len(experience) = 531661
episode 370 took 1790 iterations, avg loss = 0.006321, sum_reward = -19, curr_eps = 0.518567, len(experience) = 533447
episode 371 took 1547 iterations, avg loss = 0.006044, sum_reward = -20, curr_eps = 0.517174, len(experience) = 534990
episode 372 took 1917 iterations, avg loss = 0.006063, sum_reward = -19, curr_eps = 0.515449, len(experience) = 536903
episode 373 took 1468 iterations, avg loss = 0.006036, sum_reward = -19, curr_eps = 0.514128, len(experience) = 538367
episode 374 took 1367 iterations, avg loss = 0.006162, sum_reward = -20, curr_eps = 0.512898, len(experience) = 539730
episode 375 took 1491 iterations, avg loss = 0.005849, sum_reward = -21, curr_eps = 0.511556, len(experience) = 541217
episode 376 took 1606 iterations, avg loss = 0.006459, sum_reward = -19, curr_eps = 0.510110, len(experience) = 542819
episode 377 took 1558 iterations, avg loss = 0.005921, sum_reward = -19, curr_eps = 0.508708, len(experience) = 544373
episode 378 took 1450 iterations, avg loss = 0.006171, sum_reward = -19, curr_eps = 0.507403, len(experience) = 545819
episode 379 took 1752 iterations, avg loss = 0.005719, sum_reward = -18, curr_eps = 0.505826, len(experience) = 547567
episode 380 took 1547 iterations, avg loss = 0.006263, sum_reward = -20, curr_eps = 0.504434, len(experience) = 549110
episode 381 took 1911 iterations, avg loss = 0.005971, sum_reward = -18, curr_eps = 0.502714, len(experience) = 551017
episode 382 took 1487 iterations, avg loss = 0.005973, sum_reward = -19, curr_eps = 0.501376, len(experience) = 552500
episode 383 took 1400 iterations, avg loss = 0.005831, sum_reward = -21, curr_eps = 0.500116, len(experience) = 553896
episode 384 took 1366 iterations, avg loss = 0.005817, sum_reward = -20, curr_eps = 0.498886, len(experience) = 555258
episode 385 took 1621 iterations, avg loss = 0.006457, sum_reward = -20, curr_eps = 0.497427, len(experience) = 556875
episode 386 took 1691 iterations, avg loss = 0.005882, sum_reward = -19, curr_eps = 0.495905, len(experience) = 558562
episode 387 took 1816 iterations, avg loss = 0.006189, sum_reward = -19, curr_eps = 0.494271, len(experience) = 560374
episode 388 took 1837 iterations, avg loss = 0.006054, sum_reward = -17, curr_eps = 0.492618, len(experience) = 562207
episode 389 took 1667 iterations, avg loss = 0.006027, sum_reward = -17, curr_eps = 0.491117, len(experience) = 563870
episode 390 took 2168 iterations, avg loss = 0.006366, sum_reward = -19, curr_eps = 0.489166, len(experience) = 566034
episode 391 took 2193 iterations, avg loss = 0.005774, sum_reward = -18, curr_eps = 0.487193, len(experience) = 568223
episode 392 took 1128 iterations, avg loss = 0.006249, sum_reward = -21, curr_eps = 0.486177, len(experience) = 569347
episode 393 took 1530 iterations, avg loss = 0.006122, sum_reward = -20, curr_eps = 0.484800, len(experience) = 570873
episode 394 took 2094 iterations, avg loss = 0.006283, sum_reward = -18, curr_eps = 0.482916, len(experience) = 572963
episode 395 took 1504 iterations, avg loss = 0.005881, sum_reward = -19, curr_eps = 0.481562, len(experience) = 574463
episode 396 took 1245 iterations, avg loss = 0.005941, sum_reward = -20, curr_eps = 0.480442, len(experience) = 575704
episode 397 took 1451 iterations, avg loss = 0.006152, sum_reward = -21, curr_eps = 0.479136, len(experience) = 577151
episode 398 took 1707 iterations, avg loss = 0.005672, sum_reward = -18, curr_eps = 0.477599, len(experience) = 578854
episode 399 took 1628 iterations, avg loss = 0.006315, sum_reward = -17, curr_eps = 0.476134, len(experience) = 580478
episode 400 took 1877 iterations, avg loss = 0.006266, sum_reward = -19, curr_eps = 0.474445, len(experience) = 582351
episode 401 took 1888 iterations, avg loss = 0.006001, sum_reward = -16, curr_eps = 0.472746, len(experience) = 584235
episode 402 took 1970 iterations, avg loss = 0.006411, sum_reward = -18, curr_eps = 0.470973, len(experience) = 586201
episode 403 took 1607 iterations, avg loss = 0.006319, sum_reward = -20, curr_eps = 0.469526, len(experience) = 587804
episode 404 took 1914 iterations, avg loss = 0.006362, sum_reward = -19, curr_eps = 0.467804, len(experience) = 589714
episode 405 took 1842 iterations, avg loss = 0.006498, sum_reward = -16, curr_eps = 0.466146, len(experience) = 591552
episode 406 took 2460 iterations, avg loss = 0.005921, sum_reward = -16, curr_eps = 0.463932, len(experience) = 594008
episode 407 took 1321 iterations, avg loss = 0.006235, sum_reward = -21, curr_eps = 0.462743, len(experience) = 595325
episode 408 took 1827 iterations, avg loss = 0.006157, sum_reward = -17, curr_eps = 0.461099, len(experience) = 597148
episode 409 took 1501 iterations, avg loss = 0.006401, sum_reward = -19, curr_eps = 0.459748, len(experience) = 598645
episode 410 took 1477 iterations, avg loss = 0.006560, sum_reward = -20, curr_eps = 0.458419, len(experience) = 600118
episode 411 took 2301 iterations, avg loss = 0.005936, sum_reward = -15, curr_eps = 0.456348, len(experience) = 602415
episode 412 took 2127 iterations, avg loss = 0.006352, sum_reward = -16, curr_eps = 0.454433, len(experience) = 604538
episode 413 took 1539 iterations, avg loss = 0.006077, sum_reward = -20, curr_eps = 0.453048, len(experience) = 606073
episode 414 took 1866 iterations, avg loss = 0.006142, sum_reward = -16, curr_eps = 0.451369, len(experience) = 607935
episode 415 took 1464 iterations, avg loss = 0.006185, sum_reward = -20, curr_eps = 0.450051, len(experience) = 609395
episode 416 took 1397 iterations, avg loss = 0.006190, sum_reward = -20, curr_eps = 0.448794, len(experience) = 610788
episode 417 took 1651 iterations, avg loss = 0.006318, sum_reward = -19, curr_eps = 0.447308, len(experience) = 612435
episode 418 took 2047 iterations, avg loss = 0.006399, sum_reward = -19, curr_eps = 0.445466, len(experience) = 614478
episode 419 took 2313 iterations, avg loss = 0.006372, sum_reward = -16, curr_eps = 0.443384, len(experience) = 616787
episode 420 took 1879 iterations, avg loss = 0.006341, sum_reward = -19, curr_eps = 0.441693, len(experience) = 618662
episode 421 took 2342 iterations, avg loss = 0.006058, sum_reward = -18, curr_eps = 0.439585, len(experience) = 621000
episode 422 took 1874 iterations, avg loss = 0.006426, sum_reward = -17, curr_eps = 0.437899, len(experience) = 622870
episode 423 took 1966 iterations, avg loss = 0.006242, sum_reward = -17, curr_eps = 0.436129, len(experience) = 624832
episode 424 took 2070 iterations, avg loss = 0.006178, sum_reward = -17, curr_eps = 0.434266, len(experience) = 626898
episode 425 took 1913 iterations, avg loss = 0.006281, sum_reward = -19, curr_eps = 0.432545, len(experience) = 628807
episode 426 took 2043 iterations, avg loss = 0.006167, sum_reward = -17, curr_eps = 0.430706, len(experience) = 630846
episode 427 took 1814 iterations, avg loss = 0.006132, sum_reward = -18, curr_eps = 0.429073, len(experience) = 632656
episode 428 took 1830 iterations, avg loss = 0.006019, sum_reward = -18, curr_eps = 0.427426, len(experience) = 634482
episode 429 took 1808 iterations, avg loss = 0.006312, sum_reward = -18, curr_eps = 0.425799, len(experience) = 636286
episode 430 took 2038 iterations, avg loss = 0.006228, sum_reward = -18, curr_eps = 0.423965, len(experience) = 638320
episode 431 took 2320 iterations, avg loss = 0.006433, sum_reward = -15, curr_eps = 0.421877, len(experience) = 640636
episode 432 took 2007 iterations, avg loss = 0.006000, sum_reward = -19, curr_eps = 0.420071, len(experience) = 642639
episode 433 took 1859 iterations, avg loss = 0.006322, sum_reward = -17, curr_eps = 0.418397, len(experience) = 644494
episode 434 took 2197 iterations, avg loss = 0.006357, sum_reward = -17, curr_eps = 0.416420, len(experience) = 646687
episode 435 took 2546 iterations, avg loss = 0.006035, sum_reward = -13, curr_eps = 0.414129, len(experience) = 649229
episode 436 took 1674 iterations, avg loss = 0.006321, sum_reward = -18, curr_eps = 0.412622, len(experience) = 650899
episode 437 took 1689 iterations, avg loss = 0.006048, sum_reward = -18, curr_eps = 0.411102, len(experience) = 652584
episode 438 took 2012 iterations, avg loss = 0.006113, sum_reward = -16, curr_eps = 0.409291, len(experience) = 654592
episode 439 took 2734 iterations, avg loss = 0.006277, sum_reward = -14, curr_eps = 0.406831, len(experience) = 657322
episode 440 took 1755 iterations, avg loss = 0.006277, sum_reward = -20, curr_eps = 0.405251, len(experience) = 659073
episode 441 took 1968 iterations, avg loss = 0.006235, sum_reward = -17, curr_eps = 0.403480, len(experience) = 661037
episode 442 took 1310 iterations, avg loss = 0.006066, sum_reward = -20, curr_eps = 0.402301, len(experience) = 662343
episode 443 took 2145 iterations, avg loss = 0.005957, sum_reward = -18, curr_eps = 0.400370, len(experience) = 664484
episode 444 took 2434 iterations, avg loss = 0.005905, sum_reward = -16, curr_eps = 0.398180, len(experience) = 666914
episode 445 took 2306 iterations, avg loss = 0.006180, sum_reward = -14, curr_eps = 0.396104, len(experience) = 669216
episode 446 took 2135 iterations, avg loss = 0.005747, sum_reward = -15, curr_eps = 0.394183, len(experience) = 671347
episode 447 took 2582 iterations, avg loss = 0.005959, sum_reward = -16, curr_eps = 0.391859, len(experience) = 673925
episode 448 took 1828 iterations, avg loss = 0.006358, sum_reward = -18, curr_eps = 0.390214, len(experience) = 675749
episode 449 took 1665 iterations, avg loss = 0.005986, sum_reward = -17, curr_eps = 0.388715, len(experience) = 677410
episode 450 took 2090 iterations, avg loss = 0.006281, sum_reward = -14, curr_eps = 0.386834, len(experience) = 679496
episode 451 took 1665 iterations, avg loss = 0.005955, sum_reward = -20, curr_eps = 0.385336, len(experience) = 681157
episode 452 took 1854 iterations, avg loss = 0.006279, sum_reward = -19, curr_eps = 0.383667, len(experience) = 683007
episode 453 took 1826 iterations, avg loss = 0.006088, sum_reward = -19, curr_eps = 0.382024, len(experience) = 684829
episode 454 took 1922 iterations, avg loss = 0.006234, sum_reward = -17, curr_eps = 0.380294, len(experience) = 686747
